"OBJECTID","STNO","STREET_NAM"
24805," "," "
24806," "," "
24807," "," "
24808," "," "
24809," "," "
24810," "," "
24811," "," "
24812," "," "
24813," "," "
24814," "," "
24815," "," "
24816," "," "
24817," "," "
24818," "," "
24819," "," "
24820," "," "
24821," "," "
24822," "," "
24823," "," "
24824," "," "
24825," "," "
24826," "," "
24827," "," "
24828," "," "
24829," "," "
24830," "," "
24831," "," "
24832," "," "
24833," "," "
24834," "," "
24835," "," "
24836," "," "
24837,"07414","KRAUSE AV"
24838,"07520","KRAUSE AV"
24839,"02300","LEGION AV"
24840,"02316","MAYWOOD AV"
24841,"02330","MAYWOOD AV"
24842,"02332","DASHWOOD AV"
24843,"02366","77TH AV"
24844,"02386","77TH AV"
24845,"02430","77TH AV"
24846,"02600","PARKER AV"
24847,"07700","GARFIELD AV"
24848,"07301","GARFIELD AV"
24849,"07520","BANCROFT AV"
24850,"07650","BANCROFT AV"
24851,"07698","BANCROFT AV"
24852,"07710","BANCROFT AV"
24853,"07722","BANCROFT AV"
24854,"07814","BANCROFT AV"
24855,"07848","BANCROFT AV"
24856,"07858","BANCROFT AV"
24857,"07878","BANCROFT AV"
24858,"02520","77TH AV"
24859,"02624","77TH AV"
24860,"02656","77TH AV"
24861,"02686","77TH AV"
24862,"02676","78TH AV"
24863,"02638","78TH AV"
24864,"02602","78TH AV"
24865,"02522","78TH AV"
24866,"02518","PARKER AV"
24867,"02674","PARKER AV"
24868,"02630","PARKER AV"
24869,"02636","79TH AV"
24870,"02672","79TH AV"
24871,"02600","79TH AV"
24872,"02714","79TH AV"
24873,"02716","PARKER AV"
24874,"02746","PARKER AV"
24875,"02716","78TH AV"
24876,"02748","78TH AV"
24877,"02724","77TH AV"
24878,"02756","77TH AV"
24879,"02832","76TH AV"
24880,"07231","HALLIDAY AV"
24881,"07117","HALLIDAY AV"
24882,"07335","HILLSIDE ST"
24883,"02601","74TH AV"
24884,"02683","74TH AV"
24885,"02637","74TH AV"
24886,"02679","75TH AV"
24887,"02641","75TH AV"
24888,"02601","75TH AV"
24889,"02515","74TH AV"
24890,"02501","74TH AV"
24891,"02507","75TH AV"
24892,"02521","76TH AV"
24893,"02601","76TH AV"
24894,"02699","76TH AV"
24895,"02671","76TH AV"
24896,"02637","76TH AV"
24897,"02761","75TH AV"
24898,"02723","75TH AV"
24899,"02725","76TH AV"
24900,"02767","76TH AV"
24901,"07701","HILLSIDE ST"
24902,"07851","HILLSIDE ST"
24903,"07901","HILLSIDE ST"
24904,"07979","HILLSIDE ST"
24905,"02675","RITCHIE ST"
24906,"02633","RITCHIE ST"
24907,"07527","HILLSIDE ST"
24908,"07867","BANCROFT AV"
24909,"07851","BANCROFT AV"
24910,"07821","BANCROFT AV"
24911,"07801","BANCROFT AV"
24912,"07701","BANCROFT AV"
24913,"07625","BANCROFT AV"
24914,"07601","BANCROFT AV"
24915,"07521","BANCROFT AV"
24916,"02456","78TH AV"
24917,"07781","OLIVE ST"
24918,"07301","KRAUSE AV"
24919,"02433","75TH AV"
24920,"02433","76TH AV"
24921,"02543","74TH AV"
24922,"02629","74TH AV"
24923,"02661","74TH AV"
24924,"02707","74TH AV"
24925,"02439","75TH AV"
24926,"02531","75TH AV"
24927,"02617","75TH AV"
24928,"02657","75TH AV"
24929,"02701","75TH AV"
24930,"02697","75TH AV"
24931,"02505","76TH AV"
24932,"02615","76TH AV"
24933,"02649","76TH AV"
24934,"02687","76TH AV"
24935,"02707","76TH AV"
24936,"02747","76TH AV"
24937,"02425","77TH AV"
24938,"07215","HALLIDAY AV"
24939,"07021","HALLIDAY AV"
24940,"07489","HILLSIDE ST"
24941,"07411","HILLSIDE ST"
24942,"07515","HILLSIDE ST"
24943,"07607","HILLSIDE ST"
24944,"07715","HILLSIDE ST"
24945,"07815","HILLSIDE ST"
24946,"07871","HILLSIDE ST"
24947,"07949","HILLSIDE ST"
24948,"07917","HILLSIDE ST"
24949,"07967","HILLSIDE ST"
24950,"07820","OLIVE ST"
24951,"02621","RITCHIE ST"
24952,"02657","RITCHIE ST"
24953,"02699","RITCHIE ST"
24954,"02701","RITCHIE ST"
24955,"08000","CREST AV"
24956,"08032","IRIS ST"
24957,"08004","IDLEWOOD ST"
24958,"02818","PARKER AV"
24959,"02851","82ND AV"
24960,"07963","SUNKIST DR"
24961,"07942","OUTLOOK AV"
24962,"03051","EL MONTE AV"
24963,"08324","NEY AV"
24964,"07957","NEY AV"
24965,"02849","RITCHIE ST"
24966,"02751","RITCHIE ST"
24967,"02727","RITCHIE ST"
24968,"07917","NEY AV"
24969,"07870","NEY AV"
24970,"07823","NEY AV"
24971,"07733","NEY AV"
24972,"07637","NEY AV"
24973,"02867","82ND AV"
24974,"02475","80TH AV"
24975,"02427","80TH AV"
24976,"02401","80TH AV"
24977,"08227","OUTLOOK AV"
24978,"03033","EL MONTE AV"
24979,"08457","ASTER AV"
24980,"08235","ASTER AV"
24981,"08391","NEY AV"
24982,"08341","OUTLOOK AV"
24983,"08352","NEY AV"
24984,"08301","NEY AV"
24985,"08215","NEY AV"
24986,"08227","GOLF LINKS RD"
24987,"08205","GOLF LINKS RD"
24988,"08029","MCCORMICK AV"
24989,"08025","SUNKIST DR"
24990,"07999","SUNKIST DR"
24991,"07909","SUNKIST DR"
24992,"07929","SUNKIST DR"
24993,"03022","PARTRIDGE AV"
24994,"02938","PARTRIDGE AV"
24995,"07951","MACARTHUR BLVD"
24996,"02521","80TH AV"
24997,"02739","RITCHIE ST"
24998,"02767","RITCHIE ST"
24999,"02719","RITCHIE ST"
25000,"08201","MACARTHUR BLVD"
25001,"00401","SANTA CLARA AV"
25002,"08117","SUNKIST DR"
25003,"03233","82ND AV"
25004,"03111","82ND AV"
25005,"03033","82ND AV"
25006,"02823","82ND AV"
25007,"02829","82ND AV"
25008,"02829","RITCHIE ST"
25009,"02501","80TH AV"
25010,"02451","80TH AV"
25011,"08043","NEY AV"
25012,"07960","NEY AV"
25013,"07891","NEY AV"
25014,"07851","NEY AV"
25015,"02780","79TH AV"
25016,"02941","PARKER AV"
25017,"02965","PARKER AV"
25018,"07807","OUTLOOK AV"
25019,"07709","NEY AV"
25020,"07801","NEY AV"
25021,"07619","NEY AV"
25022,"03121","PARTRIDGE AV"
25023,"03045","PARTRIDGE AV"
25024,"03401","82ND AV"
25025,"02953","82ND AV"
25026,"02915","82ND AV"
25027,"02941","82ND AV"
25028,"03015","82ND AV"
25029,"03201","82ND AV"
25030,"03319","82ND AV"
25031,"03423","82ND AV"
25032,"08131","UTAH ST"
25033,"07991","SUNKIST DR"
25034,"08055","MCCORMICK AV"
25035,"03213","PARTRIDGE AV"
25036,"08109","UTAH ST"
25037,"08015","NEY AV"
25038,"08117","NEY AV"
25039,"08227","NEY AV"
25040,"08336","NEY AV"
25041,"08370","NEY AV"
25042,"03025","EL MONTE AV"
25043,"08311","ASTER AV"
25044,"08201","OUTLOOK AV"
25045,"08321","OUTLOOK AV"
25046,"08353","OUTLOOK AV"
25047,"02927","COSGRAVE AV"
25048,"08019","MICHIGAN AV"
25049,"07841","HILLMONT DR"
25050,"02949","PARKER AV"
25051,"03069","TULLY PL"
25052,"03051","TULLY PL"
25053,"08004","MCCORMICK AV"
25054,"03361","PARTRIDGE AV"
25055,"03314","PARTRIDGE AV"
25056,"02924","PARTRIDGE AV"
25057,"02960","EL MONTE AV"
25058,"02988","EL MONTE AV"
25059,"08418","ASTER AV"
25060,"08436","ASTER AV"
25061,"08444","ASTER AV"
25062,"08300","ASTER AV"
25063,"02800","COSGRAVE AV"
25064,"02810","COSGRAVE AV"
25065,"02900","COSGRAVE AV"
25066,"08000","MICHIGAN AV"
25067,"07940","MICHIGAN AV"
25068,"07906","MICHIGAN AV"
25069,"08016","HILLMONT DR"
25070,"07966","HILLMONT DR"
25071,"07922","HILLMONT DR"
25072,"07876","HILLMONT DR"
25073,"07918","OUTLOOK AV"
25074,"07858","OUTLOOK AV"
25075,"02900","PARKER AV"
25076,"02854","PARKER AV"
25077,"07948","MACARTHUR BLVD"
25078,"02549","82ND AV"
25079,"07900","OUTLOOK AV"
25080,"07908","HILLMONT DR"
25081,"08000","HILLMONT DR"
25082,"07970","MICHIGAN AV"
25083,"07928","MICHIGAN AV"
25084,"07824","HILLMONT DR"
25085,"02770","79TH AV"
25086,"02742","79TH AV"
25087,"02842","PARKER AV"
25088,"02800","82ND AV"
25089,"08030","IDLEWOOD ST"
25090,"08000","IRIS ST"
25091,"02900","PARTRIDGE AV"
25092,"07960","SUNKIST DR"
25093,"03341","PARTRIDGE AV"
25094,"07976","CREST AV"
25095,"07940","CREST AV"
25096,"08022","CREST AV"
25097,"08400","OUTLOOK AV"
25098,"08430","OUTLOOK AV"
25099,"03000","EL MONTE AV"
25100,"02758","79TH AV"
25101,"08100","IDLEWOOD ST"
25102,"07850","OUTLOOK AV"
25103,"03101","PARTRIDGE AV"
25104,"07882","MICHIGAN AV"
25105,"07938","HILLMONT DR"
25106,"03222","PARTRIDGE AV"
25107,"07938","NEY AV"
25108,"02768","PARKER AV"
25109,"00000","MOUNTAIN BLVD"
25110,"00000","MOUNTAIN BLVD"
25111,"00000","MOUNTAIN BLVD"
25112,"08046","CREST AV"
25113,"08125","MCCORMICK AV"
25114,"08001","STERLING DR"
25115,"00000","STERLING DR"
25116,"08105","MCCORMICK AV"
25117,"08101","WINTHROPE ST"
25118,"00000","FONTAINE ST"
25119,"00000","FONTAINE ST"
25120,"00000","FONTAINE ST"
25121,"00000","FONTAINE ST"
25122,"00000","FONTAINE ST"
25123,"00000","FONTAINE ST"
25124,"00000","FONTAINE ST"
25125,"00000","MOUNTAIN BLVD"
25126,"00000","MOUNTAIN BLVD"
25127,"00000","OVERPASS RD"
25128,"00000","OVERPASS RD"
25129,"00000","MOUNTAIN BLVD"
25130,"00000","MOUNTAIN BLVD"
25131,"00000","MOUNTAIN BLVD"
25132,"00000","MOUNTAIN BLVD"
25133,"00000","MOUNTAIN BLVD"
25134,"08133","STERLING DR"
25135,"08019","STERLING DR"
25136,"03601","SHONE AV"
25137,"08135","CREST  AV"
25138,"03700","HOLMES AV"
25139,"08140","GREENLY DR"
25140,"00132","WINTHROPE ST"
25141,"08130","EARL ST"
25142,"00000","FONTAINE ST"
25143,"00000","FONTAINE ST"
25144,"00000","FONTAINE ST"
25145,"00000","FONTAINE ST"
25146,"00000","FONTAINE ST"
25147,"00000","FONTAINE ST"
25148,"00000","FONTAINE ST"
25149,"00000","MOUNTAIN BLVD"
25150,"00000","OVERPASS RD"
25151,"00000","OVERPASS RD"
25152,"00000","OVERPASS RD"
25153,"00000","OVERPASS RD"
25154,"00000","OVERPASS RD"
25155,"00000","MOUNTAIN BLVD"
25156,"00000","MOUNTAIN BLVD"
25157,"08050","CREST AV"
25158,"08100","WINTHROPE ST"
25159,"08116","WINTHROPE ST"
25160,"08108","EARL ST"
25161,"00000","MOUNTAIN BLVD"
25162,"08484","ASTER AV"
25163,"08496","ASTER AV"
25164,"04156","ST ANDREWS RD"
25165,"04255","ST ANDREWS RD"
25166,"04371","ST ANDREWS RD"
25167,"04401","ST ANDREWS RD"
25168,"04500","ST ANDREWS RD"
25169,"00000","BRIAR CLIFF RD"
25170,"04320","ST ANDREWS RD"
25171,"04247","ST ANDREWS RD"
25172,"04345","OAK HILL RD"
25173,"00000","BRIAR CLIFF RD"
25174,"04401","BRIAR CLIFF RD"
25175,"04367","SHORT HILL RD"
25176,"04367","SHORT HILL RD"
25177,"04311","SEQUOYAH RD"
25178,"04373","SEQUOYAH RD"
25179,"04283","SEQUOYAH RD"
25180,"08909","SAGE RD"
25181,"04131","ST ANDREWS RD"
25182,"04188","ST ANDREWS RD"
25183,"04232","ST ANDREWS RD"
25184,"04363","OAK HILL RD"
25185,"00000","BRIAR CLIFF RD"
25186,"04411","ST ANDREWS RD"
25187,"04371","ST ANDREWS RD"
25188,"04231","ST ANDREWS RD"
25189,"04178","ST ANDREWS RD"
25190,"04380","BRIAR CLIFF RD"
25191,"04444","OAK HILL RD"
25192,"04545","OAK HILL RD"
25193,"04256","OAK HILL RD"
25194,"04214","OAK HILL RD"
25195,"04600","ST ANDREWS RD"
25196,"08946","SAGE RD"
25197,"09008","SAGE RD"
25198,"09024","SAGE RD"
25199,"04437","ST ANDREWS RD"
25200,"04443","ST ANDREWS RD"
25201,"00000","OAK HILL RD"
25202,"00000","SKYLINE BLVD"
25203,"04563","SEQUOYAH RD"
25204,"08997","MCGURRIN RD"
25205,"04500","SEQUOYAH RD"
25206,"00000","ELYSIAN FIELDS DR"
25207,"00000","ELYSIAN FIELDS DR"
25208,"00000","ELYSIAN FIELDS DR"
25209,"00000","ELYSIAN FIELDS DR"
25210,"00000","ELYSIAN FIELDS DR"
25211,"00000","ELYSIAN FIELDS DR"
25212,"00000","ELYSIAN FIELDS DR"
25213,"00000","ELYSIAN FIELDS DR"
25214,"00000","ELYSIAN FIELDS DR"
25215,"00000","ELYSIAN FIELDS DR"
25216,"00000","ELYSIAN FIELDS DR"
25217,"00000","ELYSIAN FIELDS DR"
25218,"00616","ELYSIAN FIELDS DR"
25219,"00614","ELYSIAN FIELDS DR"
25220,"00590","ELYSIAN FIELDS DR"
25221,"00610","ELYSIAN FIELDS DR"
25222,"00540","ELYSIAN FIELDS DR"
25223,"10610","ENGLEWOOD DR"
25224,"10598","ENGLEWOOD DR"
25225,"10578","ENGLEWOOD DR"
25226,"04670","SEQUOYAH RD"
25227,"04646","SEQUOYAH RD"
25228,"04600","SEQUOYAH RD"
25229,"09050","MCGURRIN RD"
25230,"04550","SEQUOYAH RD"
25231,"04414","SEQUOYAH RD"
25232,"00571","ELYSIAN FIELDS DR"
25233,"04700","SEQUOYAH RD"
25234,"04650","SEQUOYAH RD"
25235,"00000","SKYLINE BLVD"
25236,"00000","SKYLINE BLVD"
25237,"00000","SKYLINE BLVD"
25238,"00000","SKYLINE BLVD"
25239,"00000","SKYLINE BLVD"
25240,"00000","SKYLINE BLVD"
25241,"00000","SKYLINE BLVD"
25242,"00000","SKYLINE BLVD"
25243,"00000","SKYLINE BLVD"
25244,"00000","SKYLINE BLVD"
25245,"00300","DERBY ST"
25246,"00340","DERBY ST"
25247,"00310","29TH AV"
25248,"02934","FORD ST"
25249,"00530","DERBY ST"
25250,"00510","DERBY ST"
25251,"00410","DERBY ST"
25252,"00320","29TH AV"
25253,"03026","GLASCOCK ST"
25254,"02920","FORD ST"
25255,"02994","FORD ST"
25256,"00398","DERBY ST"
25257,"03000","FORD ST"
25258,"03000","CHAPMAP ST"
25259,"02933","GLASCOCK ST"
25260,"02925","GLASCOCK ST"
25261,"02899","GLASCOCK ST"
25262,"02869","GLASCOCK ST"
25263,"02897","GLASCOCK ST"
25264," "," "
25265," "," "
25266," "," "
25267," "," "
25268," "," "
25269," "," "
25270," "," "
25271," "," "
25272," "," "
25273," "," "
25274," "," "
25275," "," "
25276," "," "
25277," "," "
25278," "," "
25279," "," "
25280," "," "
25281," "," "
25282," "," "
25283," "," "
25284," "," "
25285," "," "
25286," "," "
25287," "," "
25288," "," "
25289," "," "
25290," "," "
25291," "," "
25292," "," "
25293," "," "
25294," "," "
25295," "," "
25296," "," "
25297," "," "
25298," "," "
25299," "," "
25300," "," "
25301," "," "
25302," "," "
25303," "," "
25304," "," "
25305," "," "
25306," "," "
25307," "," "
25308," "," "
25309," "," "
25310," "," "
25311," "," "
25312," "," "
25313," "," "
25314," "," "
25315," "," "
25316," "," "
25317," "," "
25318," "," "
25319," "," "
25320," "," "
25321," "," "
25322," "," "
25323," "," "
25324," "," "
25325," "," "
25326," "," "
25327," "," "
25328," "," "
25329," "," "
25330," "," "
25331," "," "
25332," "," "
25333," "," "
25334," "," "
25335," "," "
25336," "," "
25337," "," "
25338,"00301","LANCASTER ST"
25339,"02909","GLASCOCK ST"
25340,"02957","GLASCOCK ST"
25341,"00411","PETERSON ST"
25342,"03852","SAN LEANDRO ST"
25343,"03800","SAN LEANDRO ST"
25344,"00610","HIGH ST"
25345,"00333","LANCASTER ST"
25346,"03700","E. 8TH ST"
25347,"00500","LANCASTER ST"
25348,"03060","GLASCOCK ST"
25349,"03066","FORD ST"
25350,"03014","CHAPMAN ST"
25351,"03036","CHAPMAN ST"
25352,"03110","CHAPMAN ST"
25353,"03120","CHAPMAN ST"
25354,"03126","E. 7TH ST"
25355,"03110","E. 7TH ST"
25356,"03346","ELMWOOD AV"
25357,"03334","ELMWOOD AV"
25358,"03304","ELMWOOD AV"
25359,"03222","ELMWOOD AV"
25360,"03200","ELMWOOD AV"
25361,"03550","E. 9TH ST"
25362,"03610","E. 9TH ST"
25363,"00930","38TH AV"
25364,"03205","ALAMEDA AV"
25365,"03206","ALAMEDA AV"
25366,"00626","37TH AV"
25367,"03640","E. 9TH ST"
25368,"03600","E. 8TH ST"
25369,"03510","E. 8TH ST"
25370,"03500","E. 9TH ST"
25371,"03598","E. 9TH ST"
25372,"00920","38TH AV"
25373,"03751","E. 8TH ST"
25374,"03800","E. 8TH ST"
25375,"03900","E. 8TH ST"
25376,"03950","E. 8TH ST"
25377,"03951","E. 8TH ST"
25378,"00000","OFF RAMP"
25379,"04300","JENSEN ST"
25380,"00000","ALAMEDA AV OFF RAMP"
25381,"04290","HIGH ST INTERCONNECT"
25382,"04210","HIGH ST INTERCONNECT"
25383,"04220","ALAMEDA AV"
25384,"04190","ALAMEDA AV"
25385,"04100","ALAMEDA AV"
25386,"01830","98TH AV"
25387,"03950","ALAMEDA AV"
25388,"03720","ALAMEDA AV"
25389,"03800","ALAMEDA AV"
25390,"04020","ALAMEDA AV"
25391,"03650","ALAMEDA AV"
25392,"03576","ALAMEDA AV"
25393,"03586","ALAMEDA AV"
25394,"03218","ALAMEDA AV"
25395,"03222","ALAMEDA AV"
25396,"03230","ALAMEDA AV"
25397,"03500","ALAMEDA AV"
25398,"03098","CHAPMAN ST"
25399,"00300","FRUITVALE AV"
25400,"00320","FRUITVALE AV"
25401,"00400","FRUITVALE AV"
25402,"00299","FRUITVALE AV"
25403,"03200","ALAMEDA AV"
25404,"03211","ALAMEDA AV"
25405,"04251","HIGH ST INTERCONNECT"
25406,"00615","HIGH ST"
25407,"00609","HIGH ST"
25408,"00620","HIGH ST"
25409,"00630","HIGH ST"
25410,"00629","HIGH ST"
25411,"00701","HIGH ST"
25412,"00000","ALAMEDA AV OFF RAMP"
25413,"04051","E. 8TH ST"
25414,"04001","E. 8TH ST"
25415,"03851","E. 8TH ST"
25416,"03929","WATTLING ST"
25417,"03899","WATTLING ST"
25418,"03801","WATTLING ST"
25419,"03821","SAN LEANDRO ST"
25420,"03801","SAN LEANDRO ST"
25421,"03849","SAN LEANDRO ST"
25422,"03731","SAN LEANDRO ST"
25423,"00919","39TH AV"
25424,"00901","37TH AV"
25425,"00899","37TH AV"
25426,"00845","36TH AV"
25427,"00721","36TH AV"
25428,"00703","37TH AV"
25429,"03515","E. 8TH ST"
25430,"03615","E. 8TH ST"
25431,"00701","36TH AV"
25432,"00601","37TH AV"
25433,"00420","FRUITVALE AV"
25434,"00935","39TH AV"
25435,"00901","39TH AV"
25436,"03905","WATTLING ST"
25437,"03809","WATTLING ST"
25438,"00915","37TH AV"
25439,"00745","37TH AV"
25440,"00801","36TH AV"
25441,"00745","36TH AV"
25442,"03429","ELMWOOD AV"
25443,"00701","34TH AV"
25444,"00799","34TH AV"
25445,"03317","E. 8TH ST"
25446,"03333","E. 8TH ST"
25447,"00511","FRUITVALE AV"
25448,"00541","FRUITVALE AV"
25449,"00641","FRUITVALE AV"
25450,"00701","FRUITVALE AV"
25451,"00611","FRUITVALE AV"
25452,"03031","FORD ST"
25453,"00401","LANCASTER ST"
25454,"00451","LANCASTER ST"
25455,"00525","LANCASTER ST"
25456,"00603","LANCASTER ST"
25457,"00615","LANCASTER ST"
25458,"00000","ALAMEDA AV"
25459,"01049","44TH AV"
25460," ","48TH AV"
25461,"01415","47TH AV"
25462,"02275","HIGH ST"
25463,"02345","HIGH ST"
25464,"01040","46TH AV"
25465,"01045","46TH AV"
25466,"04647","E. 14TH ST"
25467,"04617","INTERNATIONAL BLVD"
25468,"04224","SAN LEANDRO ST"
25469,"04272","SAN LEANDRO ST"
25470,"04030","SAN LEANDRO ST"
25471,"04010","SAN LEANDRO ST"
25472,"03906","SAN LEANDRO ST"
25473,"03920","SAN LEANDRO ST"
25474,"03928","SAN LEANDRO ST"
25475,"00898","HIGH ST"
25476,"04583","E. 14TH ST"
25477,"01032","40TH AV"
25478,"04030","E. 12TH ST"
25479,"04000","E. 12TH ST"
25480,"04110","E. 12TH ST"
25481,"04102","E. 12TH ST"
25482,"04220","E. 12TH ST"
25483,"04240","E. 12TH ST"
25484,"01222","42ND AV"
25485,"01250","42ND AV"
25486,"01400","HIGH ST"
25487,"01454","HIGH ST"
25488,"01430","HIGH ST"
25489,"04280","E. 14TH ST"
25490,"04210","E. 14TH ST"
25491,"04230","E. 14TH ST"
25492,"04300","E. 14TH ST"
25493,"04332","E. 14TH ST"
25494,"04320","E. 14TH ST"
25495,"04410","E. 14TH ST"
25496,"04464","E. 14TH ST"
25497,"04428","E. 14TH ST"
25498,"04500","E. 14TH ST"
25499,"04584","E. 14TH ST"
25500,"04558","E. 14TH ST"
25501,"04532","E. 14TH ST"
25502,"04610","E. 14TH ST"
25503,"04700","E. 14TH ST"
25504,"04624","E. 14TH ST"
25505,"04710","E. 14TH ST"
25506,"04730","E. 14TH ST"
25507,"04498","BANCROFT AV"
25508,"04522","BANCROFT AV"
25509,"04590","BANCROFT AV"
25510,"01400","BANCROFT WY"
25511,"01244","HIGH ST"
25512,"01220","HIGH ST"
25513,"01200","HIGH ST"
25514,"01020","HIGH ST"
25515,"01000","HIGH ST"
25516,"00902","HIGH ST"
25517,"00900","HIGH ST"
25518,"00750","HIGH ST"
25519,"00726","HIGH ST"
25520,"00951","42ND AV"
25521,"04250","WATTLING ST"
25522,"04226","SAN LEANDRO ST"
25523,"04350","E. 12TH ST"
25524,"04326","SAN LEANDRO ST"
25525,"04700","SAN LEANDRO ST"
25526,"04340","E. 12TH ST"
25527,"01234","47TH AV"
25528,"01200","47TH AV"
25529,"01404","45TH AV"
25530,"04404","E. 12TH ST"
25531,"04450","E. 12TH ST"
25532,"04510","E. 12TH ST"
25533,"04520","E. 12TH ST"
25534,"04530","E. 12TH ST"
25535,"04610","E. 12TH ST"
25536,"04636","E. 12TH ST"
25537,"04710","E. 12TH ST"
25538,"04726","E. 12TH ST"
25539,"04800","E. 12TH ST"
25540,"04850","E. 12TH ST"
25541,"04910","E. 12TH ST"
25542,"01240","45TH AV"
25543,"01200","45TH AV"
25544,"01046","45TH AV"
25545,"00930","45TH AV"
25546,"00810","47TH AV"
25547,"00850","47TH AV"
25548,"01010","47TH AV"
25549,"01050","47TH AV"
25550,"01000","45TH AV"
25551,"04320","COLISEUM WY"
25552,"00850","HIGH ST"
25553,"04400","OAKPORT ST"
25554,"04356","COLISEUM WY"
25555,"00740","45TH AV"
25556,"01430","BANCROFT WY"
25557,"01590","BANCROFT WY"
25558,"01000","40TH AV"
25559,"00904","40TH AV"
25560,"00938","40TH AV"
25561,"01212","42ND AV"
25562,"01242","42ND AV"
25563,"01022","45TH AV"
25564,"01062","45TH AV"
25565,"01218","45TH AV"
25566,"01298","45TH AV"
25567,"01422","45TH AV"
25568,"01460","45TH AV"
25569,"01600","45TH AV"
25570,"01066","47TH AV"
25571,"01220","47TH AV"
25572,"01250","47TH AV"
25573,"01240","47TH AV"
25574,"00830","47TH AV"
25575,"04416","COLISEUM WY"
25576,"05002","COLISEUM WY"
25577,"04306","E. 12TH ST"
25578,"04950","E. 12TH ST"
25579,"05001","E. 12TH ST"
25580,"01436","45TH AV"
25581,"00918","40TH AV"
25582,"01190","50TH AV"
25583,"01241","49TH AV"
25584,"01241","48TH AV"
25585,"01401","47TH AV"
25586,"01619","46TH AV"
25587,"01449","46TH AV"
25588,"01417","46TH AV"
25589,"01401","46TH AV"
25590,"01065","46TH AV"
25591,"01437","44TH AV"
25592,"01401","44TH AV"
25593,"01025","44TH AV"
25594,"01201","41ST AV"
25595,"04403","OAKPORT ST"
25596,"04401","OAKPORT ST"
25597,"04300","COLISEUM WY"
25598,"00801","HIGH ST"
25599,"04601","SAN LEANDRO ST"
25600,"04699","SAN LEANDRO ST"
25601,"04701","SAN LEANDRO ST"
25602,"04707","SAN LEANDRO ST"
25603,"04515","SAN LEANDRO ST"
25604,"04525","SAN LEANDRO ST"
25605,"04501","SAN LEANDRO ST"
25606,"04422","SAN LEANDRO ST"
25607,"04411","SAN LEANDRO ST"
25608,"04401","SAN LEANDRO ST"
25609,"04301","SAN LEANDRO ST"
25610,"04315","SAN LEANDRO ST"
25611,"01201","48TH AV"
25612,"01215","50TH AV"
25613,"01227","50TH AV"
25614,"01215","49TH AV"
25615,"00191","49TH AV"
25616,"01217","48TH AV"
25617,"01276","48TH AV"
25618,"01251","48TH AV"
25619,"01051","46TH AV"
25620,"01205","46TH AV"
25621,"01215","46TH AV"
25622,"01299","46TH AV"
25623,"01027","44TH AV"
25624,"01057","44TH AV"
25625,"01237","44TH AV"
25626,"04301","E. 12TH ST"
25627,"01207","44TH AV"
25628,"00721","HIGH ST"
25629,"00903","HIGH ST"
25630,"00925","HIGH ST"
25631,"00905","HIGH ST"
25632,"01291","HIGH ST"
25633,"01531","BANCROFT WY"
25634,"01633","46TH AV"
25635,"04697","BANCROFT AV"
25636,"04601","BANCROFT AV"
25637,"04531","BANCROFT AV"
25638,"04501","BANCROFT AV"
25639,"01439","47TH AV"
25640,"01433","46TH AV"
25641,"04759","E. 14TH ST"
25642,"04647","E. 14TH ST"
25643,"04737","E. 14TH ST"
25644,"04629","E. 14TH ST"
25645,"04559","E. 14TH ST"
25646,"04501","E. 14TH ST"
25647,"04523","E. 14TH ST"
25648,"04493","E. 14TH ST"
25649,"04415","E. 14TH ST"
25650,"04425","E. 14TH ST"
25651,"04351","E. 14TH ST"
25652,"04301","E. 14TH ST"
25653,"04331","E. 14TH ST"
25654,"04251","E. 14TH ST"
25655,"04217","E. 14TH ST"
25656,"04261","E. 14TH ST"
25657,"04201","E. 14TH ST"
25658,"04120","E. 12TH ST"
25659,"04115","SAN LEANDRO ST"
25660,"04101","SAN LEANDRO ST"
25661,"04000","WATTLING ST"
25662,"04225","SAN LEANDRO ST"
25663,"04215","SAN LEANDRO ST"
25664,"04017","SAN LEANDRO ST"
25665,"04001","SAN LEANDRO ST"
25666,"03999","SAN LEANDRO ST"
25667,"03957","SAN LEANDRO ST"
25668,"01180","41ST AV"
25669,"01005","39TH AV"
25670,"01219","44TH AV"
25671,"01048","23RD AV"
25672,"01421","44TH AV"
25673,"05409","WENTWORTH AV"
25674,"05369","WENTWORTH AV"
25675,"05339","WENTWORTH AV"
25676,"01800","VICKSBURG AV"
25677,"05233","WENTWORTH AV"
25678,"05133","WENTWORTH AV"
25679,"01701","48TH AV"
25680,"01625","55TH AV"
25681,"05331","FOOTHILL BLVD"
25682,"05319","FOOTHILL BLVD"
25683,"05277","FOOTHILL BLVD"
25684,"05263","FOOTHILL BLVD"
25685,"05227","FOOTHILL BLVD"
25686,"05245","FOOTHILL BLVD"
25687,"05213","FOOTHILL BLVD"
25688,"05141","FOOTHILL BLVD"
25689,"05133","FOOTHILL BLVD"
25690,"05121","FOOTHILL BLVD"
25691,"05111","FOOTHILL BLVD"
25692,"05101","FOOTHILL BLVD"
25693,"05027","FOOTHILL BLVD"
25694,"05011","FOOTHILL BLVD"
25695,"04825","FOOTHILL BLVD"
25696,"04801","FOOTHILL BLVD"
25697,"04739","FOOTHILL BLVD"
25698,"05523","E. 16TH ST"
25699,"01700","47TH AV"
25700,"01659","47TH AV"
25701,"04636","BOND ST"
