OBJECTID,TYPE,STREET ADDRESS,CITY/STATE
7709,Street Lights,874 21ST ST,"Oakland, CA"
7710,Street Lights,838 21ST ST,"Oakland, CA"
7711,Street Lights,824 21ST ST,"Oakland, CA"
7712,Street Lights,764 22ND ST,"Oakland, CA"
7713,Street Lights,770 21ST ST,"Oakland, CA"
7714,Street Lights,2100 WEST ST,"Oakland, CA"
7715,Street Lights,750 20TH ST,"Oakland, CA"
7716,Street Lights,2000 WEST ST,"Oakland, CA"
7717,Street Lights,810 20TH ST,"Oakland, CA"
7718,Street Lights,2002 BRUSH ST,"Oakland, CA"
7719,Street Lights,2100 BRUSH ST,"Oakland, CA"
7720,Street Lights,2110 BRUSH ST,"Oakland, CA"
7721,Street Lights,2118 BRUSH ST,"Oakland, CA"
7722,Street Lights,750 19TH ST,"Oakland, CA"
7723,Street Lights,1900 WEST ST,"Oakland, CA"
7724,Street Lights,2334 WEST ST,"Oakland, CA"
7725,Street Lights,880 18TH ST,"Oakland, CA"
7726,Street Lights,851 18TH ST,"Oakland, CA"
7727,Street Lights,830 18TH ST,"Oakland, CA"
7728,Street Lights,800 18TH ST,"Oakland, CA"
7729,Street Lights,870 19TH ST,"Oakland, CA"
7730,Street Lights,830 19TH ST,"Oakland, CA"
7731,Street Lights,804 19TH ST,"Oakland, CA"
7732,Street Lights,2314 MYRTLE ST,"Oakland, CA"
7733,Street Lights,2316 FILBERT ST,"Oakland, CA"
7734,Street Lights,2200 FILBERT ST,"Oakland, CA"
7735,Street Lights,2200 LINDEN ST,"Oakland, CA"
7736,Street Lights,200 ADELINE ST,"Oakland, CA"
7737,Street Lights,2130 ADELINE ST,"Oakland, CA"
7738,Street Lights,2130 FILBERT ST,"Oakland, CA"
7739,Street Lights,2124 MYRTLE ST,"Oakland, CA"
7740,Street Lights,1110 21ST ST,"Oakland, CA"
7741,Street Lights,1090 21ST ST,"Oakland, CA"
7742,Street Lights,1070 21ST ST,"Oakland, CA"
7743,Street Lights,1050 21ST ST,"Oakland, CA"
7744,Street Lights,1030 21ST ST,"Oakland, CA"
7745,Street Lights,2100 FILBERT ST,"Oakland, CA"
7746,Street Lights,970 21ST ST,"Oakland, CA"
7747,Street Lights,2100 MYRTLE ST,"Oakland, CA"
7748,Street Lights,900 21ST ST,"Oakland, CA"
7749,Street Lights,2028 CHESTNUT ST,"Oakland, CA"
7750,Street Lights,1926 CHESTNUT ST,"Oakland, CA"
7751,Street Lights,1826 CHESTNUT ST,"Oakland, CA"
7752,Street Lights,2028 FILBERT ST,"Oakland, CA"
7753,Street Lights,2000 FILBERT ST,"Oakland, CA"
7754,Street Lights,1818 FILBERT ST,"Oakland, CA"
7755,Street Lights,2024 MYRTLE ST,"Oakland, CA"
7756,Street Lights,1930 MYRTLE ST,"Oakland, CA"
7757,Street Lights,1833 MYRTLE ST,"Oakland, CA"
7758,Street Lights,1076 18TH ST,"Oakland, CA"
7759,Street Lights,1050 18TH ST,"Oakland, CA"
7760,Street Lights,1030 18TH ST,"Oakland, CA"
7761,Street Lights,1000 18TH ST,"Oakland, CA"
7762,Street Lights,970 18TH ST,"Oakland, CA"
7763,Street Lights,950 18TH ST,"Oakland, CA"
7764,Street Lights,920 18TH ST,"Oakland, CA"
7765,Street Lights,900 18TH ST,"Oakland, CA"
7766,Street Lights,1632 MYRTLE ST,"Oakland, CA"
7767,Street Lights,1600 FILBERT ST,"Oakland, CA"
7768,Street Lights,1600 LINDEN ST,"Oakland, CA"
7769,Street Lights,1052 16TH ST,"Oakland, CA"
7770,Street Lights,1004 16TH ST,"Oakland, CA"
7771,Street Lights,1900 BRUSH ST,"Oakland, CA"
7772,Street Lights,1021 16TH ST,"Oakland, CA"
7773,Street Lights,,"Oakland, CA"
7774,Street Lights,,"Oakland, CA"
7775,Street Lights,,"Oakland, CA"
7776,Street Lights,,"Oakland, CA"
7777,Street Lights,,"Oakland, CA"
7778,Street Lights,,"Oakland, CA"
7779,Street Lights,,"Oakland, CA"
7780,Street Lights,,"Oakland, CA"
7781,Street Lights,,"Oakland, CA"
7782,Street Lights,,"Oakland, CA"
7783,Street Lights,,"Oakland, CA"
7784,Street Lights,,"Oakland, CA"
7785,Street Lights,,"Oakland, CA"
7786,Street Lights,,"Oakland, CA"
7787,Street Lights,,"Oakland, CA"
7788,Street Lights,,"Oakland, CA"
7789,Street Lights,,"Oakland, CA"
7790,Street Lights,,"Oakland, CA"
7791,Street Lights,,"Oakland, CA"
7792,Street Lights,,"Oakland, CA"
7793,Street Lights,,"Oakland, CA"
7794,Street Lights,,"Oakland, CA"
7795,Street Lights,,"Oakland, CA"
7796,Street Lights,,"Oakland, CA"
7797,Street Lights,,"Oakland, CA"
7798,Street Lights,,"Oakland, CA"
7799,Street Lights,,"Oakland, CA"
7800,Street Lights,,"Oakland, CA"
7801,Street Lights,,"Oakland, CA"
7802,Street Lights,,"Oakland, CA"
7803,Street Lights,,"Oakland, CA"
7804,Street Lights,,"Oakland, CA"
7805,Street Lights,,"Oakland, CA"
7806,Street Lights,,"Oakland, CA"
7807,Street Lights,,"Oakland, CA"
7808,Street Lights,,"Oakland, CA"
7809,Street Lights,,"Oakland, CA"
7810,Street Lights,,"Oakland, CA"
7811,Street Lights,,"Oakland, CA"
7812,Street Lights,,"Oakland, CA"
7813,Street Lights,,"Oakland, CA"
7814,Street Lights,,"Oakland, CA"
7815,Street Lights,,"Oakland, CA"
7816,Street Lights,,"Oakland, CA"
7817,Street Lights,,"Oakland, CA"
7818,Street Lights,1631 FILBERT ST,"Oakland, CA"
7819,Street Lights,1529 LINDEN ST,"Oakland, CA"
7820,Street Lights,1741 MARKET ST,"Oakland, CA"
7821,Street Lights,1731 LINDEN ST,"Oakland, CA"
7822,Street Lights,915 18TH ST,"Oakland, CA"
7823,Street Lights,949 18TH ST,"Oakland, CA"
7824,Street Lights,1717 MYRTLE ST,"Oakland, CA"
7825,Street Lights,961 18TH ST,"Oakland, CA"
7826,Street Lights,999 18TH ST,"Oakland, CA"
7827,Street Lights,1729 FILBERT ST,"Oakland, CA"
7828,Street Lights,1015 18TH ST,"Oakland, CA"
7829,Street Lights,1049 18TH ST,"Oakland, CA"
7830,Street Lights,1064 18TH ST,"Oakland, CA"
7831,Street Lights,1835 MARKET ST,"Oakland, CA"
7832,Street Lights,1919 MARKET ST,"Oakland, CA"
7833,Street Lights,2001 MARKET ST,"Oakland, CA"
7834,Street Lights,2021 MARKET ST,"Oakland, CA"
7835,Street Lights,1801 LINDEN ST,"Oakland, CA"
7836,Street Lights,1901 LINDEN ST,"Oakland, CA"
7837,Street Lights,2011 LINDEN ST,"Oakland, CA"
7838,Street Lights,2221 MARKET ST,"Oakland, CA"
7839,Street Lights,2235 LINDEN ST,"Oakland, CA"
7840,Street Lights,2239 FILBERT ST,"Oakland, CA"
7841,Street Lights,2225 MYRTLE ST,"Oakland, CA"
7842,Street Lights,2271 MARKET ST,"Oakland, CA"
7843,Street Lights,2305 MARKET ST,"Oakland, CA"
7844,Street Lights,2335 MARKET ST,"Oakland, CA"
7845,Street Lights,823 20TH ST,"Oakland, CA"
7846,Street Lights,839 20TH ST,"Oakland, CA"
7847,Street Lights,873 20TH ST,"Oakland, CA"
7848,Street Lights,847 19TH ST,"Oakland, CA"
7849,Street Lights,877 19TH ST,"Oakland, CA"
7850,Street Lights,899 18TH ST,"Oakland, CA"
7851,Street Lights,869 18TH ST,"Oakland, CA"
7852,Street Lights,845 18TH ST,"Oakland, CA"
7853,Street Lights,2261 SAN PABLO AV,"Oakland, CA"
7854,Street Lights,775 23RD ST,"Oakland, CA"
7855,Street Lights,761 23RD ST,"Oakland, CA"
7856,Street Lights,1921 BRUSH ST,"Oakland, CA"
7857,Street Lights,1829 WEST ST,"Oakland, CA"
7858,Street Lights,1933 WEST ST,"Oakland, CA"
7859,Street Lights,2101 MARKET ST,"Oakland, CA"
7860,Street Lights,2201 MARKET ST,"Oakland, CA"
7861,Street Lights,2401 WEST ST,"Oakland, CA"
7862,Street Lights,802 ATHENS ST,"Oakland, CA"
7863,Street Lights,826 ATHENS ST,"Oakland, CA"
7864,Street Lights,850 ATHENS ST,"Oakland, CA"
7865,Street Lights,882 ATHENS ST,"Oakland, CA"
7866,Street Lights,699 24TH ST,"Oakland, CA"
7867,Street Lights,681 23RD ST,"Oakland, CA"
7868,Street Lights,749 25TH ST,"Oakland, CA"
7869,Street Lights,2505 SAN PABLO AV,"Oakland, CA"
7870,Street Lights,2415 SAN PABLO AV,"Oakland, CA"
7871,Street Lights,2435 SAN PABLO AV,"Oakland, CA"
7872,Street Lights,2341 SAN PABLO AV,"Oakland, CA"
7873,Street Lights,2327 SAN PABLO AV,"Oakland, CA"
7874,Street Lights,2301 SAN PABLO AV,"Oakland, CA"
7875,Street Lights,2251 SAN PABLO AV,"Oakland, CA"
7876,Street Lights,0 SAN PABLO AV,"Oakland, CA"
7877,Street Lights,2031 CASTRO ST,"Oakland, CA"
7878,Street Lights,2021 CASTRO ST,"Oakland, CA"
7879,Street Lights,2011 CASTRO ST,"Oakland, CA"
7880,Street Lights,2001 CASTRO ST,"Oakland, CA"
7881,Street Lights,2101 SAN PABLO AV,"Oakland, CA"
7882,Street Lights,2105 SAN PABLO AV,"Oakland, CA"
7883,Street Lights,2111 SAN PABLO AV,"Oakland, CA"
7884,Street Lights,771 19TH ST,"Oakland, CA"
7885,Street Lights,791 19TH ST,"Oakland, CA"
7886,Street Lights,771 20TH ST,"Oakland, CA"
7887,Street Lights,781 20TH ST,"Oakland, CA"
7888,Street Lights,689 20TH ST,"Oakland, CA"
7889,Street Lights,1633 LINDEN ST,"Oakland, CA"
7890,Street Lights,2227 SAN PABLO AV,"Oakland, CA"
7891,Street Lights,1821 LINDEN ST,"Oakland, CA"
7892,Street Lights,1929 LINDEN ST,"Oakland, CA"
7893,Street Lights,2035 LINDEN ST,"Oakland, CA"
7894,Street Lights,2105 LINDEN ST,"Oakland, CA"
7895,Street Lights,2125 LINDEN ST,"Oakland, CA"
7896,Street Lights,2157 LINDEN ST,"Oakland, CA"
7897,Street Lights,699 23RD ST,"Oakland, CA"
7898,Street Lights,785 23RD ST,"Oakland, CA"
7899,Street Lights,715 24TH ST,"Oakland, CA"
7900,Street Lights,816 ATHENS ST,"Oakland, CA"
7901,Street Lights,838 ATHENS ST,"Oakland, CA"
7902,Street Lights,866 ATHENS ST,"Oakland, CA"
7903,Street Lights,2045 MARKET ST,"Oakland, CA"
7904,Street Lights,1901 BRUSH ST,"Oakland, CA"
7905,Street Lights,2021 BRUSH ST,"Oakland, CA"
7906,Street Lights,690 SYCAMORE ST,"Oakland, CA"
7907,Street Lights,2501 M.L.K. JR WY,"Oakland, CA"
7908,Street Lights,658 25TH ST,"Oakland, CA"
7909,Street Lights,477 25TH ST,"Oakland, CA"
7910,Street Lights,724 25TH ST,"Oakland, CA"
7911,Street Lights,500 SYCAMORE ST,"Oakland, CA"
7912,Street Lights,554 SYCAMORE ST,"Oakland, CA"
7913,Street Lights,500 24TH ST,"Oakland, CA"
7914,Street Lights,2249 WEBSTER ST,"Oakland, CA"
7915,Street Lights,331 22ND ST,"Oakland, CA"
7916,Street Lights,660 SYCAMORE ST,"Oakland, CA"
7917,Street Lights,2260 WEBSTER ST,"Oakland, CA"
7918,Street Lights,2358 TELEGRAPH AV,"Oakland, CA"
7919,Street Lights,670 SYCAMORE ST,"Oakland, CA"
7920,Street Lights,348 22ND ST,"Oakland, CA"
7921,Street Lights,2501 NORTHGATE AV,"Oakland, CA"
7922,Street Lights,0 NORTHGATE AV,"Oakland, CA"
7923,Street Lights,530 24TH ST,"Oakland, CA"
7924,Street Lights,550 24TH ST,"Oakland, CA"
7925,Street Lights,524 SYCAMORE ST,"Oakland, CA"
7926,Street Lights,533 SYCAMORE ST,"Oakland, CA"
7927,Street Lights,2450 M.L.K. JR WY,"Oakland, CA"
7928,Street Lights,2524 M.L.K. JR WY,"Oakland, CA"
7929,Street Lights,664 25TH ST,"Oakland, CA"
7930,Street Lights,2250 M.L.K. JR WY,"Oakland, CA"
7931,Street Lights,2320 M.L.K. JR WY,"Oakland, CA"
7932,Street Lights,2200 NORTHGATE AV,"Oakland, CA"
7933,Street Lights,600 W GRAND AV,"Oakland, CA"
7934,Street Lights,612 21ST ST,"Oakland, CA"
7935,Street Lights,634 21ST ST,"Oakland, CA"
7936,Street Lights,654 21ST ST,"Oakland, CA"
7937,Street Lights,2231 SAN PABLO AV,"Oakland, CA"
7938,Street Lights,2230 M.L.K. JR WY,"Oakland, CA"
7939,Street Lights,2120 SAN PABLO AV,"Oakland, CA"
7940,Street Lights,2100 SAN PABLO AV,"Oakland, CA"
7941,Street Lights,2024 SAN PABLO AV,"Oakland, CA"
7942,Street Lights,2030 SAN PABLO AV,"Oakland, CA"
7943,Street Lights,2202 M.L.K. JR WY,"Oakland, CA"
7944,Street Lights,2222 M.L.K. JR WY,"Oakland, CA"
7945,Street Lights,2600 TELEGRAPH AV,"Oakland, CA"
7946,Street Lights,2630 TELEGRAPH AV,"Oakland, CA"
7947,Street Lights,2540 TELEGRAPH AV,"Oakland, CA"
7948,Street Lights,2510 TELEGRAPH AV,"Oakland, CA"
7949,Street Lights,2440 TELEGRAPH AV,"Oakland, CA"
7950,Street Lights,2424 TELEGRAPH AV,"Oakland, CA"
7951,Street Lights,2400 TELEGRAPH AV,"Oakland, CA"
7952,Street Lights,2368 TELEGRAPH AV,"Oakland, CA"
7953,Street Lights,2338 TELEGRAPH AV,"Oakland, CA"
7954,Street Lights,2328 TELEGRAPH AV,"Oakland, CA"
7955,Street Lights,2306 TELEGRAPH AV,"Oakland, CA"
7956,Street Lights,2272 TELEGRAPH AV,"Oakland, CA"
7957,Street Lights,2250 TELEGRAPH AV,"Oakland, CA"
7958,Street Lights,475 22ND ST,"Oakland, CA"
7959,Street Lights,390 22ND ST,"Oakland, CA"
7960,Street Lights,2200 TELEGRAPH AV,"Oakland, CA"
7961,Street Lights,2220 TELEGRAPH AV,"Oakland, CA"
7962,Street Lights,2116 TELEGRAPH AV,"Oakland, CA"
7963,Street Lights,2130 TELEGRAPH AV,"Oakland, CA"
7964,Street Lights,2150 WEBSTER ST,"Oakland, CA"
7965,Street Lights,51 W GRAND AV,"Oakland, CA"
7966,Street Lights,40 W GRAND AV,"Oakland, CA"
7967,Street Lights,80 W GRAND AV,"Oakland, CA"
7968,Street Lights,414 22ND ST,"Oakland, CA"
7969,Street Lights,450 22ND ST,"Oakland, CA"
7970,Street Lights,2134 FRANKLIN ST,"Oakland, CA"
7971,Street Lights,2134 BROADWAY,"Oakland, CA"
7972,Street Lights,2148 BROADWAY,"Oakland, CA"
7973,Street Lights,2200 BROADWAY,"Oakland, CA"
7974,Street Lights,2216 BROADWAY,"Oakland, CA"
7975,Street Lights,2252 BROADWAY,"Oakland, CA"
7976,Street Lights,2254 BROADWAY,"Oakland, CA"
7977,Street Lights,2260 BROADWAY,"Oakland, CA"
7978,Street Lights,2524 BROADWAY,"Oakland, CA"
7979,Street Lights,2705 BROADWAY,"Oakland, CA"
7980,Street Lights,2700 BROADWAY,"Oakland, CA"
7981,Street Lights,2640 BROADWAY,"Oakland, CA"
7982,Street Lights,2630 BROADWAY,"Oakland, CA"
7983,Street Lights,2600 BROADWAY,"Oakland, CA"
7984,Street Lights,300 26TH ST,"Oakland, CA"
7985,Street Lights,2530 WEBSTER ST,"Oakland, CA"
7986,Street Lights,2510 WEBSTER ST,"Oakland, CA"
7987,Street Lights,2500 BROADWAY,"Oakland, CA"
7988,Street Lights,2424 BROADWAY,"Oakland, CA"
7989,Street Lights,2400 BROADWAY,"Oakland, CA"
7990,Street Lights,2300 BROADWAY,"Oakland, CA"
7991,Street Lights,2324 BROADWAY,"Oakland, CA"
7992,Street Lights,2350 BROADWAY,"Oakland, CA"
7993,Street Lights,2354 BROADWAY,"Oakland, CA"
7994,Street Lights,2360 BROADWAY,"Oakland, CA"
7995,Street Lights,350 24TH ST,"Oakland, CA"
7996,Street Lights,2408 WEBSTER ST,"Oakland, CA"
7997,Street Lights,2340 WEBSTER ST,"Oakland, CA"
7998,Street Lights,2300 WEBSTER ST,"Oakland, CA"
7999,Street Lights,2440 VALDEZ ST,"Oakland, CA"
8000,Street Lights,2400 VALDEZ ST,"Oakland, CA"
8001,Street Lights,2330 VALDEZ ST,"Oakland, CA"
8002,Street Lights,2310 VALDEZ ST,"Oakland, CA"
8003,Street Lights,300 23RD ST,"Oakland, CA"
8004,Street Lights,260 23RD ST,"Oakland, CA"
8005,Street Lights,324 22ND ST,"Oakland, CA"
8006,Street Lights,2234 WEBSTER ST,"Oakland, CA"
8007,Street Lights,2205 WEBSTER ST,"Oakland, CA"
8008,Street Lights,2210 VALDEZ ST,"Oakland, CA"
8009,Street Lights,0 W GRAND AV,"Oakland, CA"
8010,Street Lights,0 W GRAND AV,"Oakland, CA"
8011,Street Lights,0 W GRAND AV,"Oakland, CA"
8012,Street Lights,0 W GRAND AV,"Oakland, CA"
8013,Street Lights,0 SYCAMORE ST,"Oakland, CA"
8014,Street Lights,0 SYCAMORE ST,"Oakland, CA"
8015,Street Lights,0 SYCAMORE ST,"Oakland, CA"
8016,Street Lights,0 SYCAMORE ST,"Oakland, CA"
8017,Street Lights,0 SYCAMORE ST,"Oakland, CA"
8018,Street Lights,0 SYCAMORE ST,"Oakland, CA"
8019,Street Lights,0 GROVE ST,"Oakland, CA"
8020,Street Lights,0 GROVE ST,"Oakland, CA"
8021,Street Lights,0 GROVE ST,"Oakland, CA"
8022,Street Lights,0 GROVE ST,"Oakland, CA"
8023,Street Lights,0 GROVE ST,"Oakland, CA"
8024,Street Lights,0 GROVE ST,"Oakland, CA"
8025,Street Lights,0 GROVE ST,"Oakland, CA"
8026,Street Lights,0 GROVE ST,"Oakland, CA"
8027,Street Lights,0 W GRAND AV,"Oakland, CA"
8028,Street Lights,0 W GRAND AV,"Oakland, CA"
8029,Street Lights,0 W GRAND AV,"Oakland, CA"
8030,Street Lights,0 W GRAND AV,"Oakland, CA"
8031,Street Lights,0 W GRAND AV,"Oakland, CA"
8032,Street Lights,0 W GRAND AV,"Oakland, CA"
8033,Street Lights,0 W GRAND AV,"Oakland, CA"
8034,Street Lights,0 W GRAND AV,"Oakland, CA"
8035,Street Lights,149 W GRAND AV,"Oakland, CA"
8036,Street Lights,171 W GRAND AV,"Oakland, CA"
8037,Street Lights,180 W GRAND AV,"Oakland, CA"
8038,Street Lights,150 W GRAND AV,"Oakland, CA"
8039,Street Lights,146 W GRAND AV,"Oakland, CA"
8040,Street Lights,126 W GRAND AV,"Oakland, CA"
8041,Street Lights,116 W GRAND AV,"Oakland, CA"
8042,Street Lights,100 W GRAND AV,"Oakland, CA"
8043,Street Lights,115 W GRAND AV,"Oakland, CA"
8044,Street Lights,125 W GRAND AV,"Oakland, CA"
8045,Street Lights,281 23RD ST,"Oakland, CA"
8046,Street Lights,145 W GRAND AV,"Oakland, CA"
8047,Street Lights,151 W GRAND AV,"Oakland, CA"
8048,Street Lights,2290 VALDEZ ST,"Oakland, CA"
8049,Street Lights,101 W GRAND AV,"Oakland, CA"
8050,Street Lights,2151 WEBSTER ST,"Oakland, CA"
8051,Street Lights,2206 WEBSTER ST,"Oakland, CA"
8052,Street Lights,2235 WEBSTER ST,"Oakland, CA"
8053,Street Lights,2299 WEBSTER ST,"Oakland, CA"
8054,Street Lights,321 23RD ST,"Oakland, CA"
8055,Street Lights,331 23RD ST,"Oakland, CA"
8056,Street Lights,361 23RD ST,"Oakland, CA"
8057,Street Lights,351 23RD ST,"Oakland, CA"
8058,Street Lights,349 24TH ST,"Oakland, CA"
8059,Street Lights,371 24TH ST,"Oakland, CA"
8060,Street Lights,435 24TH ST,"Oakland, CA"
8061,Street Lights,2321 VALDEZ ST,"Oakland, CA"
8062,Street Lights,2349 VALDEZ ST,"Oakland, CA"
8063,Street Lights,2425 VALDEZ ST,"Oakland, CA"
8064,Street Lights,2315 WEBSTER ST,"Oakland, CA"
8065,Street Lights,2349 WEBSTER ST,"Oakland, CA"
8066,Street Lights,2429 WEBSTER ST,"Oakland, CA"
8067,Street Lights,299 26TH ST,"Oakland, CA"
8068,Street Lights,301 26TH ST,"Oakland, CA"
8069,Street Lights,2461 VALDEZ ST,"Oakland, CA"
8070,Street Lights,2801 WEBSTER ST,"Oakland, CA"
8071,Street Lights,2641 BROADWAY,"Oakland, CA"
8072,Street Lights,2750 BROADWAY,"Oakland, CA"
8073,Street Lights,2601 BROADWAY,"Oakland, CA"
8074,Street Lights,2555 BROADWAY,"Oakland, CA"
8075,Street Lights,2523 BROADWAY,"Oakland, CA"
8076,Street Lights,2441 BROADWAY,"Oakland, CA"
8077,Street Lights,2403 BROADWAY,"Oakland, CA"
8078,Street Lights,2355 BROADWAY,"Oakland, CA"
8079,Street Lights,2355 BROADWAY,"Oakland, CA"
8080,Street Lights,2351 BROADWAY,"Oakland, CA"
8081,Street Lights,2325 BROADWAY,"Oakland, CA"
8082,Street Lights,2303 BROADWAY,"Oakland, CA"
8083,Street Lights,2259 BROADWAY,"Oakland, CA"
8084,Street Lights,2255 BROADWAY,"Oakland, CA"
8085,Street Lights,2251 BROADWAY,"Oakland, CA"
8086,Street Lights,2215 BROADWAY,"Oakland, CA"
8087,Street Lights,2201 BROADWAY,"Oakland, CA"
8088,Street Lights,2147 BROADWAY,"Oakland, CA"
8089,Street Lights,2135 BROADWAY,"Oakland, CA"
8090,Street Lights,2145 FRANKLIN ST,"Oakland, CA"
8091,Street Lights,363 22ND ST,"Oakland, CA"
8092,Street Lights,1 W GRAND AV,"Oakland, CA"
8093,Street Lights,19 W GRAND AV,"Oakland, CA"
8094,Street Lights,41 W GRAND AV,"Oakland, CA"
8095,Street Lights,50 W GRAND AV,"Oakland, CA"
8096,Street Lights,2135 FRANKLIN ST,"Oakland, CA"
8097,Street Lights,2121 TELEGRAPH AV,"Oakland, CA"
8098,Street Lights,2109 TELEGRAPH AV,"Oakland, CA"
8099,Street Lights,2201 TELEGRAPH AV,"Oakland, CA"
8100,Street Lights,2215 TELEGRAPH AV,"Oakland, CA"
8101,Street Lights,2231 TELEGRAPH AV,"Oakland, CA"
8102,Street Lights,2250 VALLEY ST,"Oakland, CA"
8103,Street Lights,2201 VALLEY ST,"Oakland, CA"
8104,Street Lights,451 23RD ST,"Oakland, CA"
8105,Street Lights,2265 VALLEY ST,"Oakland, CA"
8106,Street Lights,485 22ND ST,"Oakland, CA"
8107,Street Lights,459 22ND ST,"Oakland, CA"
8108,Street Lights,2251 TELEGRAPH AV,"Oakland, CA"
8109,Street Lights,2267 TELEGRAPH AV,"Oakland, CA"
8110,Street Lights,2301 TELEGRAPH AV,"Oakland, CA"
8111,Street Lights,2327 TELEGRAPH AV,"Oakland, CA"
8112,Street Lights,2339 TELEGRAPH AV,"Oakland, CA"
8113,Street Lights,2405 TELEGRAPH AV,"Oakland, CA"
8114,Street Lights,2541 TELEGRAPH AV,"Oakland, CA"
8115,Street Lights,2519 TELEGRAPH AV,"Oakland, CA"
8116,Street Lights,2447 TELEGRAPH AV,"Oakland, CA"
8117,Street Lights,2431 TELEGRAPH AV,"Oakland, CA"
8118,Street Lights,2641 TELEGRAPH AV,"Oakland, CA"
8119,Street Lights,2621 TELEGRAPH AV,"Oakland, CA"
8120,Street Lights,2601 TELEGRAPH AV,"Oakland, CA"
8121,Street Lights,431 26TH ST,"Oakland, CA"
8122,Street Lights,391 26TH ST,"Oakland, CA"
8123,Street Lights,315 26TH ST,"Oakland, CA"
8124,Street Lights,421 25TH ST,"Oakland, CA"
8125,Street Lights,449 25TH ST,"Oakland, CA"
8126,Street Lights,425 25TH ST,"Oakland, CA"
8127,Street Lights,471 24TH ST,"Oakland, CA"
8128,Street Lights,2361 VALLEY ST,"Oakland, CA"
8129,Street Lights,2301 VALLEY ST,"Oakland, CA"
8130,Street Lights,431 23RD ST,"Oakland, CA"
8131,Street Lights,589 W GRAND AV,"Oakland, CA"
8132,Street Lights,611 W GRAND AV,"Oakland, CA"
8133,Street Lights,631 22ND ST,"Oakland, CA"
8134,Street Lights,599 22ND ST,"Oakland, CA"
8135,Street Lights,561 22ND ST,"Oakland, CA"
8136,Street Lights,525 22ND ST,"Oakland, CA"
8137,Street Lights,561 21ST ST,"Oakland, CA"
8138,Street Lights,2025 SAN PABLO AV,"Oakland, CA"
8139,Street Lights,531 23RD ST,"Oakland, CA"
8140,Street Lights,514 23RD ST,"Oakland, CA"
8141,Street Lights,603 23RD ST,"Oakland, CA"
8142,Street Lights,621 23RD ST,"Oakland, CA"
8143,Street Lights,2239 M.L.K. JR WY,"Oakland, CA"
8144,Street Lights,669 23RD ST,"Oakland, CA"
8145,Street Lights,2401 M.L.K. JR WY,"Oakland, CA"
8146,Street Lights,2551 M.L.K. JR WY,"Oakland, CA"
8147,Street Lights,515 25TH ST,"Oakland, CA"
8148,Street Lights,0 NORTHGATE AV,"Oakland, CA"
8149,Street Lights,2521 NORTHGATE AV,"Oakland, CA"
8150,Street Lights,403 23RD ST,"Oakland, CA"
8151,Street Lights,449 23RD ST,"Oakland, CA"
8152,Street Lights,491 23RD ST,"Oakland, CA"
8153,Street Lights,481 23RD ST,"Oakland, CA"
8154,Street Lights,401 24TH ST,"Oakland, CA"
8155,Street Lights,461 24TH ST,"Oakland, CA"
8156,Street Lights,495 24TH ST,"Oakland, CA"
8157,Street Lights,479 24TH ST,"Oakland, CA"
8158,Street Lights,669 24TH ST,"Oakland, CA"
8159,Street Lights,701 24TH ST,"Oakland, CA"
8160,Street Lights,437 25TH ST,"Oakland, CA"
8161,Street Lights,489 25TH ST,"Oakland, CA"
8162,Street Lights,5815 25TH ST,"Oakland, CA"
8163,Street Lights,641 25TH ST,"Oakland, CA"
8164,Street Lights,351 26TH ST,"Oakland, CA"
8165,Street Lights,419 26TH ST,"Oakland, CA"
8166,Street Lights,470 26TH ST,"Oakland, CA"
8167,Street Lights,447 26TH ST,"Oakland, CA"
8168,Street Lights,2505 NORTHGATE AV,"Oakland, CA"
8169,Street Lights,629 SYCAMORE ST,"Oakland, CA"
8170,Street Lights,2331 VALLEY ST,"Oakland, CA"
8171,Street Lights,2367 VALLEY ST,"Oakland, CA"
8172,Street Lights,161 VERNON TER,"Oakland, CA"
8173,Street Lights,351 ORANGE ST,"Oakland, CA"
8174,Street Lights,70 PERKINS WY,"Oakland, CA"
8175,Street Lights,202 GRAND AV,"Oakland, CA"
8176,Street Lights,204 GRAND AV,"Oakland, CA"
8177,Street Lights,210 GRAND AV,"Oakland, CA"
8178,Street Lights,195 GRAND ST W,"Oakland, CA"
8179,Street Lights,205 GRAND AV,"Oakland, CA"
8180,Street Lights,203 GRAND AV,"Oakland, CA"
8181,Street Lights,255 LEE ST,"Oakland, CA"
8182,Street Lights,315 24TH ST,"Oakland, CA"
8183,Street Lights,299 24TH ST,"Oakland, CA"
8184,Street Lights,263 24TH ST,"Oakland, CA"
8185,Street Lights,249 23RD ST,"Oakland, CA"
8186,Street Lights,209 23RD ST,"Oakland, CA"
8187,Street Lights,199 GRAND AV,"Oakland, CA"
8188,Street Lights,15 BAY PL,"Oakland, CA"
8189,Street Lights,2 BAY PL,"Oakland, CA"
8190,Street Lights,135 MONTECITO AV,"Oakland, CA"
8191,Street Lights,251 PARK VIEW TER,"Oakland, CA"
8192,Street Lights,275 PARK VIEW TER,"Oakland, CA"
8193,Street Lights,297 PARK VIEW TER,"Oakland, CA"
8194,Street Lights,149 MONTECITO AV,"Oakland, CA"
8195,Street Lights,199 MONTECITO AV,"Oakland, CA"
8196,Street Lights,245 MONTECITO AV,"Oakland, CA"
8197,Street Lights,285 LENOX AV,"Oakland, CA"
8198,Street Lights,365 LEE ST,"Oakland, CA"
