OBJECTID,TYPE,STREET ADDRESS,CITY/STATE
16638,Street Lights,1667 E. 33RD ST,"Oakland, CA"
16639,Street Lights,2211 E. 33RD ST,"Oakland, CA"
16640,Street Lights,2247 E. 32ND ST,"Oakland, CA"
16641,Street Lights,2215 E. 32ND ST,"Oakland, CA"
16642,Street Lights,1679 E. 32ND ST,"Oakland, CA"
16643,Street Lights,1643 E. 32ND ST,"Oakland, CA"
16644,Street Lights,1601 E. 32ND ST,"Oakland, CA"
16645,Street Lights,2905 57TH AV,"Oakland, CA"
16646,Street Lights,2945 57TH AV,"Oakland, CA"
16647,Street Lights,3015 57TH AV,"Oakland, CA"
16648,Street Lights,3051 57TH AV,"Oakland, CA"
16649,Street Lights,1601 E. 31ST ST,"Oakland, CA"
16650,Street Lights,2239 E. 31ST ST,"Oakland, CA"
16651,Street Lights,2205 E. 31ST ST,"Oakland, CA"
16652,Street Lights,1649 E. 31ST ST,"Oakland, CA"
16653,Street Lights,1907 E. 30TH ST,"Oakland, CA"
16654,Street Lights,3414 BOSTON AV,"Oakland, CA"
16655,Street Lights,2039 E. 30TH ST,"Oakland, CA"
16656,Street Lights,2837 22ND AV,"Oakland, CA"
16657,Street Lights,2901 22ND AV,"Oakland, CA"
16658,Street Lights,2939 22ND AV,"Oakland, CA"
16659,Street Lights,3033 22ND AV,"Oakland, CA"
16660,Street Lights,3071 22ND AV,"Oakland, CA"
16661,Street Lights,3101 22ND AV,"Oakland, CA"
16662,Street Lights,3399 FRUITVALE AV,"Oakland, CA"
16663,Street Lights,2747 HAROLD ST,"Oakland, CA"
16664,Street Lights,2590 HAROLD ST,"Oakland, CA"
16665,Street Lights,3221 FRUITVALE AV,"Oakland, CA"
16666,Street Lights,3161 FRUITVALE AV,"Oakland, CA"
16667,Street Lights,3141 FRUITVALE AV,"Oakland, CA"
16668,Street Lights,3127 FRUITVALE AV,"Oakland, CA"
16669,Street Lights,3111 FRUITVALE AV,"Oakland, CA"
16670,Street Lights,3035 FRUITVALE AV,"Oakland, CA"
16671,Street Lights,3200 SHEFFIELD AV,"Oakland, CA"
16672,Street Lights,0 FRUITVALE AV,"Oakland, CA"
16673,Street Lights,0 FRUITVALE AV,"Oakland, CA"
16674,Street Lights,0 FRUITVALE AV,"Oakland, CA"
16675,Street Lights,0 FRUITVALE AV,"Oakland, CA"
16676,Street Lights,0 FLAGG AV,"Oakland, CA"
16677,Street Lights,0 FLAGG AV,"Oakland, CA"
16678,Street Lights,0 FLAGG AV,"Oakland, CA"
16679,Street Lights,0 CHAMPION ST,"Oakland, CA"
16680,Street Lights,0 CHAMPION ST,"Oakland, CA"
16681,Street Lights,0 CHAMPION ST,"Oakland, CA"
16682,Street Lights,2560 E. 29TH ST,"Oakland, CA"
16683,Street Lights,2409 PALMETTO ST,"Oakland, CA"
16684,Street Lights,2641 SCHOOL ST,"Oakland, CA"
16685,Street Lights,2471 CORDOVA ST,"Oakland, CA"
16686,Street Lights,1907 E. 30TH ST,"Oakland, CA"
16687,Street Lights,2732 21ST AV,"Oakland, CA"
16688,Street Lights,2601 PLEASANT ST,"Oakland, CA"
16689,Street Lights,2101 PLEASANT ST,"Oakland, CA"
16690,Street Lights,2543 PLEASANT ST,"Oakland, CA"
16691,Street Lights,2573 PLEASANT ST,"Oakland, CA"
16692,Street Lights,2601 HAROLD ST,"Oakland, CA"
16693,Street Lights,2647 HAROLD ST,"Oakland, CA"
16694,Street Lights,3425 WILSON AV,"Oakland, CA"
16695,Street Lights,3465 WILSON AV,"Oakland, CA"
16696,Street Lights,3539 WILSON AV,"Oakland, CA"
16697,Street Lights,3479 LAGUNA AV,"Oakland, CA"
16698,Street Lights,3449 LAGUNA AV,"Oakland, CA"
16699,Street Lights,3401 LAGUNA AV,"Oakland, CA"
16700,Street Lights,3317 LAGUNA WY,"Oakland, CA"
16701,Street Lights,3301 LAGUNA WY,"Oakland, CA"
16702,Street Lights,3321 BOSTON AV,"Oakland, CA"
16703,Street Lights,2755 MONTANA ST,"Oakland, CA"
16704,Street Lights,2619 MONTANA ST,"Oakland, CA"
16705,Street Lights,2601 MONTANA ST,"Oakland, CA"
16706,Street Lights,2591 MONTANA ST,"Oakland, CA"
16707,Street Lights,2535 MONTANA ST,"Oakland, CA"
16708,Street Lights,2501 MONTANA ST,"Oakland, CA"
16709,Street Lights,2445 MONTANA ST,"Oakland, CA"
16710,Street Lights,2429 MONTANA ST,"Oakland, CA"
16711,Street Lights,3165 SHEFFIELD AV,"Oakland, CA"
16712,Street Lights,3163 SHEFFIELD AV,"Oakland, CA"
16713,Street Lights,3121 SHEFFIELD AV,"Oakland, CA"
16714,Street Lights,2115 MONTANA ST,"Oakland, CA"
16715,Street Lights,2101 MONTANA ST,"Oakland, CA"
16716,Street Lights,3299 FRUITVALE AV,"Oakland, CA"
16717,Street Lights,2261 MACARTHUR BLVD,"Oakland, CA"
16718,Street Lights,2251 MACARTHUR BLVD,"Oakland, CA"
16719,Street Lights,3459 LINCOLN AV,"Oakland, CA"
16720,Street Lights,3399 CHAMPION ST,"Oakland, CA"
16721,Street Lights,3403 FRUITVALE AV,"Oakland, CA"
16722,Street Lights,3475 CHAMPION ST,"Oakland, CA"
16723,Street Lights,3489 CHAMPION ST,"Oakland, CA"
16724,Street Lights,3499 CHAMPION ST,"Oakland, CA"
16725,Street Lights,2201 MACARTHUR BLVD,"Oakland, CA"
16726,Street Lights,2235 MACARTHUR BLVD,"Oakland, CA"
16727,Street Lights,3469 LINCOLN AV,"Oakland, CA"
16728,Street Lights,3503 LINCOLN AV,"Oakland, CA"
16729,Street Lights,3411 CHAMPION ST,"Oakland, CA"
16730,Street Lights,2435 PALMETTO ST,"Oakland, CA"
16731,Street Lights,2467 PALMETTO ST,"Oakland, CA"
16732,Street Lights,2411 MACARTHUR BLVD,"Oakland, CA"
16733,Street Lights,2415 MACARTHUR BLVD,"Oakland, CA"
16734,Street Lights,2435 MACARTHUR BLVD,"Oakland, CA"
16735,Street Lights,2453 MACARTHUR BLVD,"Oakland, CA"
16736,Street Lights,3561 WILSON AV,"Oakland, CA"
16737,Street Lights,3519 WILSON AV,"Oakland, CA"
16738,Street Lights,2505 MACARTHUR BLVD,"Oakland, CA"
16739,Street Lights,2525 MACARTHUR BLVD,"Oakland, CA"
16740,Street Lights,2549 MACARTHUR BLVD,"Oakland, CA"
16741,Street Lights,2565 MACARTHUR BLVD,"Oakland, CA"
16742,Street Lights,2551 MACARTHUR BLVD,"Oakland, CA"
16743,Street Lights,3410 WILSON AV,"Oakland, CA"
16744,Street Lights,3477 WILSON AV,"Oakland, CA"
16745,Street Lights,3431 LAGUNA AV,"Oakland, CA"
16746,Street Lights,3441 WILSON AV,"Oakland, CA"
16747,Street Lights,2515 MONTANA ST,"Oakland, CA"
16748,Street Lights,2563 MONTANA ST,"Oakland, CA"
16749,Street Lights,2749 MONTANA ST,"Oakland, CA"
16750,Street Lights,2687 MONTANA ST,"Oakland, CA"
16751,Street Lights,3401 BOSTON AV,"Oakland, CA"
16752,Street Lights,3303 COOLIDGE AV,"Oakland, CA"
16753,Street Lights,3325 COOLIDGE AV,"Oakland, CA"
16754,Street Lights,3309 LAGUNA WY,"Oakland, CA"
16755,Street Lights,3307 WILSON PL,"Oakland, CA"
16756,Street Lights,2701 HAROLD ST,"Oakland, CA"
16757,Street Lights,2669 HAROLD ST,"Oakland, CA"
16758,Street Lights,2633 HAROLD ST,"Oakland, CA"
16759,Street Lights,2721 PLEASANT ST,"Oakland, CA"
16760,Street Lights,2749 PLEASANT ST,"Oakland, CA"
16761,Street Lights,3191 CUTHBERT AV,"Oakland, CA"
16762,Street Lights,2551 HAROLD ST,"Oakland, CA"
16763,Street Lights,2633 PLEASANT ST,"Oakland, CA"
16764,Street Lights,3231 FRUITVALE AV,"Oakland, CA"
16765,Street Lights,3121 FRUITVALE AV,"Oakland, CA"
16766,Street Lights,2700 SCHOOL ST,"Oakland, CA"
16767,Street Lights,2619 SCHOOL ST,"Oakland, CA"
16768,Street Lights,2521 PLEASANT ST,"Oakland, CA"
16769,Street Lights,2453 CORDOVA ST,"Oakland, CA"
16770,Street Lights,2493 CORDOVA ST,"Oakland, CA"
16771,Street Lights,2555 PLEASANT ST,"Oakland, CA"
16772,Street Lights,2111 MONTANA ST,"Oakland, CA"
16773,Street Lights,3465 FRUITVALE AV,"Oakland, CA"
16774,Street Lights,3439 FRUITVALE AV,"Oakland, CA"
16775,Street Lights,3417 FRUITVALE AV,"Oakland, CA"
16776,Street Lights,3301 FRUITVALE AV,"Oakland, CA"
16777,Street Lights,1821 ADELL CT,"Oakland, CA"
16778,Street Lights,1915 MONTANA ST,"Oakland, CA"
16779,Street Lights,1821 MONTANA ST,"Oakland, CA"
16780,Street Lights,1801 MONTANA ST,"Oakland, CA"
16781,Street Lights,1775 MACARTHUR BLVD,"Oakland, CA"
16782,Street Lights,1719 MACARTHUR BLVD,"Oakland, CA"
16783,Street Lights,1719 MACARTHUR BLVD,"Oakland, CA"
16784,Street Lights,3411 SHEFFIELD AV,"Oakland, CA"
16785,Street Lights,3141 SHEFFIELD AV,"Oakland, CA"
16786,Street Lights,2205 E. 31ST ST,"Oakland, CA"
16787,Street Lights,2514 CASTELLO ST,"Oakland, CA"
16788,Street Lights,2550 CASTELLO ST,"Oakland, CA"
16789,Street Lights,2544 CORDOVA ST,"Oakland, CA"
16790,Street Lights,2106 WOODBINE AV,"Oakland, CA"
16791,Street Lights,2116 WOODBINE AV,"Oakland, CA"
16792,Street Lights,2150 WOODBINE AV,"Oakland, CA"
16793,Street Lights,3214 CHAMPION ST,"Oakland, CA"
16794,Street Lights,3142 CHAMPION ST,"Oakland, CA"
16795,Street Lights,3106 CHAMPION ST,"Oakland, CA"
16796,Street Lights,3070 CHAMPION ST,"Oakland, CA"
16797,Street Lights,2734 HAROLD ST,"Oakland, CA"
16798,Street Lights,3032 TEXAS ST,"Oakland, CA"
16799,Street Lights,3380 BOSTON AV,"Oakland, CA"
16800,Street Lights,3414 BOSTON AV,"Oakland, CA"
16801,Street Lights,3508 BOSTON AV,"Oakland, CA"
16802,Street Lights,2400 MONTANA ST,"Oakland, CA"
16803,Street Lights,3244 SHEFFIELD AV,"Oakland, CA"
16804,Street Lights,3220 SHEFFIELD AV,"Oakland, CA"
16805,Street Lights,3406 DIAMOND AV,"Oakland, CA"
16806,Street Lights,3250 FRUITVALE AV,"Oakland, CA"
16807,Street Lights,2400 MACARTHUR BLVD,"Oakland, CA"
16808,Street Lights,3464 CHAMPION ST,"Oakland, CA"
16809,Street Lights,3450 FRUITVALE AV,"Oakland, CA"
16810,Street Lights,2226 MACARTHUR BLVD,"Oakland, CA"
16811,Street Lights,2242 MACARTHUR BLVD,"Oakland, CA"
16812,Street Lights,2276 MACARTHUR BLVD,"Oakland, CA"
16813,Street Lights,2258 MACARTHUR BLVD,"Oakland, CA"
16814,Street Lights,3460 LINCOLN AV,"Oakland, CA"
16815,Street Lights,3450 LINCOLN AV,"Oakland, CA"
16816,Street Lights,3420 CHAMPION ST,"Oakland, CA"
16817,Street Lights,3400 CHAMPION ST,"Oakland, CA"
16818,Street Lights,2426 MACARTHUR BLVD,"Oakland, CA"
16819,Street Lights,2448 MACARTHUR BLVD,"Oakland, CA"
16820,Street Lights,3550 BOSTON AV,"Oakland, CA"
16821,Street Lights,3500 LINCOLN AV,"Oakland, CA"
16822,Street Lights,3524 BOSTON AV,"Oakland, CA"
16823,Street Lights,3474 BOSTON AV,"Oakland, CA"
16824,Street Lights,3440 BOSTON AV,"Oakland, CA"
16825,Street Lights,2750 HAROLD ST,"Oakland, CA"
16826,Street Lights,2726 HAROLD ST,"Oakland, CA"
16827,Street Lights,3010 TEXAS ST,"Oakland, CA"
16828,Street Lights,3000 SUTER ST,"Oakland, CA"
16829,Street Lights,3262 COOLIDGE AV,"Oakland, CA"
16830,Street Lights,3240 COOLIDGE AV,"Oakland, CA"
16831,Street Lights,3208 COOLIDGE AV,"Oakland, CA"
16832,Street Lights,2996 SCHOOL ST,"Oakland, CA"
16833,Street Lights,2980 SCHOOL ST,"Oakland, CA"
16834,Street Lights,,"Oakland, CA"
16835,Street Lights,,"Oakland, CA"
16836,Street Lights,2950 SCHOOL ST,"Oakland, CA"
16837,Street Lights,2944 SCHOOL ST,"Oakland, CA"
16838,Street Lights,2901 SCHOOL ST,"Oakland, CA"
16839,Street Lights,3102 BOSTON AV,"Oakland, CA"
16840,Street Lights,3200 BOSTON AV,"Oakland, CA"
16841,Street Lights,3224 BOSTON AV,"Oakland, CA"
16842,Street Lights,2862 SCHOOL ST,"Oakland, CA"
16843,Street Lights,2856 SCHOOL ST,"Oakland, CA"
16844,Street Lights,2830 SCHOOL ST,"Oakland, CA"
16845,Street Lights,2818 SCHOOL ST,"Oakland, CA"
16846,Street Lights,3094 CAPP ST,"Oakland, CA"
16847,Street Lights,3078 CAPP ST,"Oakland, CA"
16848,Street Lights,3232 CHAMPION ST,"Oakland, CA"
16849,Street Lights,3160 CHAMPION ST,"Oakland, CA"
16850,Street Lights,3130 CHAMPION ST,"Oakland, CA"
16851,Street Lights,3046 CHAMPION ST,"Oakland, CA"
16852,Street Lights,2744 SCHOOL ST,"Oakland, CA"
16853,Street Lights,2724 SCHOOL ST,"Oakland, CA"
16854,Street Lights,2706 SCHOOL ST,"Oakland, CA"
16855,Street Lights,3200 FRUITVALE AV,"Oakland, CA"
16856,Street Lights,3148 FRUITVALE AV,"Oakland, CA"
16857,Street Lights,3134 FRUITVALE AV,"Oakland, CA"
16858,Street Lights,3124 FRUITVALE AV,"Oakland, CA"
16859,Street Lights,3032 FRUITVALE AV,"Oakland, CA"
16860,Street Lights,3050 FRUITVALE AV,"Oakland, CA"
16861,Street Lights,3066 FRUITVALE AV,"Oakland, CA"
16862,Street Lights,2866 MCKILLOP RD,"Oakland, CA"
16863,Street Lights,3014 MCKILLOP RD,"Oakland, CA"
16864,Street Lights,2532 CORDOVA ST,"Oakland, CA"
16865,Street Lights,2532 CASTELLO ST,"Oakland, CA"
16866,Street Lights,2124 WOODBINE AV,"Oakland, CA"
16867,Street Lights,3300 FRUITVALE AV,"Oakland, CA"
16868,Street Lights,3320 FRUITVALE AV,"Oakland, CA"
16869,Street Lights,3410 FRUITVALE AV,"Oakland, CA"
16870,Street Lights,3426 FRUITVALE AV,"Oakland, CA"
16871,Street Lights,2050 SLOAN ST,"Oakland, CA"
16872,Street Lights,2000 SLOAN ST,"Oakland, CA"
16873,Street Lights,3426 DIAMOND AV,"Oakland, CA"
16874,Street Lights,1928 MONTANA ST,"Oakland, CA"
16875,Street Lights,2002 MONTANA ST,"Oakland, CA"
16876,Street Lights,3432 ADELL CT,"Oakland, CA"
16877,Street Lights,1801 MACARTHUR BLVD,"Oakland, CA"
16878,Street Lights,1734 MACARTHUR BLVD,"Oakland, CA"
16879,Street Lights,3440 SHEFFIELD AV,"Oakland, CA"
16880,Street Lights,3456 MORRISON AV,"Oakland, CA"
16881,Street Lights,3232 SHEFFIELD AV,"Oakland, CA"
16882,Street Lights,1771 SAUSAL ST,"Oakland, CA"
16883,Street Lights,3400 SHEFFIELD AV,"Oakland, CA"
16884,Street Lights,3344 FLORIDA ST,"Oakland, CA"
16885,Street Lights,3317 FLORIDA ST,"Oakland, CA"
16886,Street Lights,3269 FLORIDA ST,"Oakland, CA"
16887,Street Lights,3245 FLORIDA ST,"Oakland, CA"
16888,Street Lights,3227 FLORIDA ST,"Oakland, CA"
16889,Street Lights,3205 FLORIDA ST,"Oakland, CA"
16890,Street Lights,0 COOLIDGE AV,"Oakland, CA"
16891,Street Lights,0 COOLIDGE AV,"Oakland, CA"
16892,Street Lights,0 COOLIDGE AV,"Oakland, CA"
16893,Street Lights,0 COOLIDGE AV,"Oakland, CA"
16894,Street Lights,0 MAPLE AV,"Oakland, CA"
16895,Street Lights,0 MAPLE AV,"Oakland, CA"
16896,Street Lights,0 MAPLE AV,"Oakland, CA"
16897,Street Lights,3608 LAUREL AV,"Oakland, CA"
16898,Street Lights,2952 DELAWARE ST,"Oakland, CA"
16899,Street Lights,2990 MONTANA ST,"Oakland, CA"
16900,Street Lights,3022 SUTER ST,"Oakland, CA"
16901,Street Lights,3086 SUTER ST,"Oakland, CA"
16902,Street Lights,3034 DAKOTA ST,"Oakland, CA"
16903,Street Lights,2824 MONTANA ST,"Oakland, CA"
16904,Street Lights,2866 MONTANA ST,"Oakland, CA"
16905,Street Lights,2940 MONTANA ST,"Oakland, CA"
16906,Street Lights,3626 RHODA AV,"Oakland, CA"
16907,Street Lights,3544 RHODA AV,"Oakland, CA"
16908,Street Lights,3500 RHODA AV,"Oakland, CA"
16909,Street Lights,3456 RHODA AV,"Oakland, CA"
16910,Street Lights,3444 RHODA AV,"Oakland, CA"
16911,Street Lights,3424 RHODA AV,"Oakland, CA"
16912,Street Lights,3410 RHODA AV,"Oakland, CA"
16913,Street Lights,3506 LAGUNA AV,"Oakland, CA"
16914,Street Lights,3532 LAGUNA AV,"Oakland, CA"
16915,Street Lights,3616 LAGUNA AV,"Oakland, CA"
16916,Street Lights,3226 GEORGIA ST,"Oakland, CA"
16917,Street Lights,3206 GEORGIA ST,"Oakland, CA"
16918,Street Lights,3080 GEORGIA ST,"Oakland, CA"
16919,Street Lights,3040 GEORGIA ST,"Oakland, CA"
16920,Street Lights,3008 GEORGIA ST,"Oakland, CA"
16921,Street Lights,2958 GEORGIA ST,"Oakland, CA"
16922,Street Lights,2934 GEORGIA ST,"Oakland, CA"
16923,Street Lights,2920 GEORGIA ST,"Oakland, CA"
16924,Street Lights,2900 GEORGIA ST,"Oakland, CA"
16925,Street Lights,2862 GEORGIA ST,"Oakland, CA"
16926,Street Lights,2848 GEORGIA ST,"Oakland, CA"
16927,Street Lights,2832 GEORGIA ST,"Oakland, CA"
16928,Street Lights,2836 DELAWARE ST,"Oakland, CA"
16929,Street Lights,2872 DELAWARE ST,"Oakland, CA"
16930,Street Lights,2926 DELAWARE ST,"Oakland, CA"
16931,Street Lights,3522 LAUREL AV,"Oakland, CA"
16932,Street Lights,3564 LAUREL AV,"Oakland, CA"
16933,Street Lights,3600 LAUREL AV,"Oakland, CA"
16934,Street Lights,3660 LAUREL AV,"Oakland, CA"
16935,Street Lights,3708 LAUREL AV,"Oakland, CA"
16936,Street Lights,3726 LAUREL AV,"Oakland, CA"
16937,Street Lights,2942 CALIFORNIA ST,"Oakland, CA"
16938,Street Lights,2954 CALIFORNIA ST,"Oakland, CA"
16939,Street Lights,3984 CALIFORNIA ST,"Oakland, CA"
16940,Street Lights,3006 CALIFORNIA ST,"Oakland, CA"
16941,Street Lights,3028 CALIFORNIA ST,"Oakland, CA"
16942,Street Lights,3068 CALIFORNIA ST,"Oakland, CA"
16943,Street Lights,3126 CALIFORNIA ST,"Oakland, CA"
16944,Street Lights,3050 ARIZONA ST,"Oakland, CA"
16945,Street Lights,3024 ARIZONA ST,"Oakland, CA"
16946,Street Lights,3002 ARIZONA ST,"Oakland, CA"
16947,Street Lights,3350 COOLIDGE AV,"Oakland, CA"
16948,Street Lights,2830 DELAWARE ST,"Oakland, CA"
16949,Street Lights,2960 MONTANA ST,"Oakland, CA"
16950,Street Lights,2920 MONTANA ST,"Oakland, CA"
16951,Street Lights,2915 MONTANA ST,"Oakland, CA"
16952,Street Lights,2842 MONTANA ST,"Oakland, CA"
16953,Street Lights,2942 DELAWARE ST,"Oakland, CA"
16954,Street Lights,2912 DELAWARE ST,"Oakland, CA"
16955,Street Lights,2854 DELAWARE ST,"Oakland, CA"
16956,Street Lights,2808 DELAWARE ST,"Oakland, CA"
16957,Street Lights,3600 MAPLE AV,"Oakland, CA"
16958,Street Lights,2996 MACARTHUR BLVD,"Oakland, CA"
16959,Street Lights,2974 MACARTHUR BLVD,"Oakland, CA"
16960,Street Lights,2946 MACARTHUR BLVD,"Oakland, CA"
16961,Street Lights,2936 MACARTHUR BLVD,"Oakland, CA"
16962,Street Lights,2906 MACARTHUR BLVD,"Oakland, CA"
16963,Street Lights,2878 MACARTHUR BLVD,"Oakland, CA"
16964,Street Lights,2850 MACARTHUR BLVD,"Oakland, CA"
16965,Street Lights,2836 MACARTHUR BLVD,"Oakland, CA"
16966,Street Lights,2801 MACARTHUR BLVD,"Oakland, CA"
16967,Street Lights,3500 COOLIDGE AV,"Oakland, CA"
16968,Street Lights,3648 COOLIDGE AV,"Oakland, CA"
16969,Street Lights,3400 COOLIDGE AV,"Oakland, CA"
16970,Street Lights,3422 COOLIDGE AV,"Oakland, CA"
16971,Street Lights,3436 COOLIDGE AV,"Oakland, CA"
16972,Street Lights,3458 COOLIDGE AV,"Oakland, CA"
16973,Street Lights,3470 COOLIDGE AV,"Oakland, CA"
16974,Street Lights,3540 COOLIDGE AV,"Oakland, CA"
16975,Street Lights,3606 COOLIDGE AV,"Oakland, CA"
16976,Street Lights,3710 COOLIDGE AV,"Oakland, CA"
16977,Street Lights,3652 RHODA AV,"Oakland, CA"
16978,Street Lights,3604 RHODA AV,"Oakland, CA"
16979,Street Lights,3522 RHODA AV,"Oakland, CA"
16980,Street Lights,3516 LAGUNA AV,"Oakland, CA"
16981,Street Lights,3600 LAGUNA AV,"Oakland, CA"
16982,Street Lights,2734 MACARTHUR BLVD,"Oakland, CA"
16983,Street Lights,2978 CALIFORNIA ST,"Oakland, CA"
16984,Street Lights,3100 ARIZONA ST,"Oakland, CA"
16985,Street Lights,3114 CALIFORNIA ST,"Oakland, CA"
16986,Street Lights,3050 CALIFORNIA ST,"Oakland, CA"
16987,Street Lights,3136 MADELINE ST,"Oakland, CA"
16988,Street Lights,3316 MACARTHUR BLVD,"Oakland, CA"
16989,Street Lights,3300 MACARTHUR BLVD,"Oakland, CA"
16990,Street Lights,3260 MACARTHUR BLVD,"Oakland, CA"
16991,Street Lights,3250 MACARTHUR BLVD,"Oakland, CA"
16992,Street Lights,3216 MACARTHUR BLVD,"Oakland, CA"
16993,Street Lights,3220 GEORGIA ST,"Oakland, CA"
16994,Street Lights,3676 LAUREL AV,"Oakland, CA"
16995,Street Lights,3622 LAUREL AV,"Oakland, CA"
16996,Street Lights,3200 MACARTHUR BLVD,"Oakland, CA"
16997,Street Lights,3550 LAUREL AV,"Oakland, CA"
16998,Street Lights,3500 LAUREL AV,"Oakland, CA"
16999,Street Lights,3090 MACARTHUR BLVD,"Oakland, CA"
17000,Street Lights,3058 MACARTHUR BLVD,"Oakland, CA"
17001,Street Lights,3042 MACARTHUR BLVD,"Oakland, CA"
17002,Street Lights,3016 MACARTHUR BLVD,"Oakland, CA"
17003,Street Lights,3004 MACARTHUR BLVD,"Oakland, CA"
17004,Street Lights,3058 GEORGIA ST,"Oakland, CA"
17005,Street Lights,3028 GEORGIA ST,"Oakland, CA"
17006,Street Lights,3052 DAKOTA ST,"Oakland, CA"
17007,Street Lights,3024 DAKOTA ST,"Oakland, CA"
17008,Street Lights,3070 SUTER ST,"Oakland, CA"
17009,Street Lights,3038 SUTER ST,"Oakland, CA"
17010,Street Lights,3098 SUTER ST,"Oakland, CA"
17011,Street Lights,3250 PLEITNER AV,"Oakland, CA"
17012,Street Lights,3023 DELAWARE ST,"Oakland, CA"
17013,Street Lights,3251 MADELINE ST,"Oakland, CA"
17014,Street Lights,3263 KANSAS ST,"Oakland, CA"
17015,Street Lights,3043 KANSAS ST,"Oakland, CA"
17016,Street Lights,3071 KANSAS ST,"Oakland, CA"
17017,Street Lights,3039 MADELINE ST,"Oakland, CA"
17018,Street Lights,3101 MADELINE ST,"Oakland, CA"
17019,Street Lights,3939 MAPLE AV,"Oakland, CA"
17020,Street Lights,3821 MAPLE AV,"Oakland, CA"
17021,Street Lights,3735 MAPLE AV,"Oakland, CA"
17022,Street Lights,3685 MAPLE AV,"Oakland, CA"
17023,Street Lights,3633 MAPLE AV,"Oakland, CA"
17024,Street Lights,2901 MADELINE ST,"Oakland, CA"
17025,Street Lights,2961 MADELINE ST,"Oakland, CA"
17026,Street Lights,2939 FLORIDA ST,"Oakland, CA"
17027,Street Lights,2609 MACARTHUR BLVD,"Oakland, CA"
17028,Street Lights,2629 MACARTHUR BLVD,"Oakland, CA"
17029,Street Lights,2577 MACARTHUR BLVD,"Oakland, CA"
17030,Street Lights,2701 MACARTHUR BLVD,"Oakland, CA"
17031,Street Lights,2715 MACARTHUR BLVD,"Oakland, CA"
17032,Street Lights,2735 MACARTHUR BLVD,"Oakland, CA"
17033,Street Lights,3499 COOLIDGE AV,"Oakland, CA"
17034,Street Lights,3731 COOLIDGE AV,"Oakland, CA"
17035,Street Lights,3001 MACARTHUR BLVD,"Oakland, CA"
17036,Street Lights,3565 MAPLE AV,"Oakland, CA"
17037,Street Lights,3551 MAPLE AV,"Oakland, CA"
17038,Street Lights,3501 MAPLE AV,"Oakland, CA"
17039,Street Lights,3465 MAPLE AV,"Oakland, CA"
17040,Street Lights,3451 MAPLE AV,"Oakland, CA"
17041,Street Lights,3419 MAPLE AV,"Oakland, CA"
17042,Street Lights,3401 MAPLE AV,"Oakland, CA"
17043,Street Lights,2976 GEORGIA ST,"Oakland, CA"
17044,Street Lights,3399 COOLIDGE AV,"Oakland, CA"
17045,Street Lights,3631 HILLVIEW ST,"Oakland, CA"
17046,Street Lights,3739 HILLVIEW ST,"Oakland, CA"
17047,Street Lights,3727 HILLVIEW ST,"Oakland, CA"
17048,Street Lights,2921 MADELINE ST,"Oakland, CA"
17049,Street Lights,2947 MADELINE ST,"Oakland, CA"
17050,Street Lights,3061 MADELINE ST,"Oakland, CA"
17051,Street Lights,3123 MADELINE ST,"Oakland, CA"
17052,Street Lights,3215 MADELINE ST,"Oakland, CA"
17053,Street Lights,3309 KANSAS ST,"Oakland, CA"
17054,Street Lights,3245 KANSAS ST,"Oakland, CA"
17055,Street Lights,3233 KANSAS ST,"Oakland, CA"
17056,Street Lights,3105 KANSAS ST,"Oakland, CA"
17057,Street Lights,3055 KANSAS ST,"Oakland, CA"
17058,Street Lights,3001 KANSAS ST,"Oakland, CA"
17059,Street Lights,3027 KANSAS ST,"Oakland, CA"
17060,Street Lights,3041 DELAWARE ST,"Oakland, CA"
17061,Street Lights,3001 DELAWARE ST,"Oakland, CA"
17062,Street Lights,3281 PLEITNER AV,"Oakland, CA"
17063,Street Lights,2821 FLORIDA ST,"Oakland, CA"
17064,Street Lights,2957 FLORIDA ST,"Oakland, CA"
17065,Street Lights,2971 FLORIDA ST,"Oakland, CA"
17066,Street Lights,3009 FLORIDA ST,"Oakland, CA"
17067,Street Lights,3033 FLORIDA ST,"Oakland, CA"
17068,Street Lights,3051 FLORIDA ST,"Oakland, CA"
17069,Street Lights,3065 FLORIDA ST,"Oakland, CA"
17070,Street Lights,3081 FLORIDA ST,"Oakland, CA"
17071,Street Lights,3425 CURRAN AV,"Oakland, CA"
17072,Street Lights,3415 CURRAN AV,"Oakland, CA"
17073,Street Lights,3399 MAPLE AV,"Oakland, CA"
17074,Street Lights,3617 MAPLE AV,"Oakland, CA"
17075,Street Lights,3657 MAPLE AV,"Oakland, CA"
17076,Street Lights,3761 MAPLE AV,"Oakland, CA"
17077,Street Lights,3777 MAPLE AV,"Oakland, CA"
17078,Street Lights,2991 MADELINE ST,"Oakland, CA"
17079,Street Lights,3019 MADELINE ST,"Oakland, CA"
17080,Street Lights,2783 MONTANA ST,"Oakland, CA"
17081,Street Lights,2795 MONTANA ST,"Oakland, CA"
17082,Street Lights,2818 MACARTHUR BLVD,"Oakland, CA"
17083,Street Lights,3829 MAPLE AV,"Oakland, CA"
17084,Street Lights,3520 WISCONSIN ST,"Oakland, CA"
17085,Street Lights,3747 MIDVALE AV,"Oakland, CA"
17086,Street Lights,3721 MIDVALE AV,"Oakland, CA"
17087,Street Lights,4026 ASPEN PL,"Oakland, CA"
